Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,RDataPath,Tags
SQLite for PubMed ID,PMID,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,SQLiteFile,FilePath,AHPubMedDbs/v002/pubmed.sqlite,NCBI:PubMed:Text Mining:SQLite:v002
SQLite for PubMed Abstract,Correspondence table of PMID-Journal-Year-Title-Abstract,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,SQLiteFile,FilePath,AHPubMedDbs/v002/abstract.sqlite,NCBI:PubMed:Text Mining:SQLite:v002
SQLite for PubMed Author Information,Correspondence table of PMID-LastName-ForeName-Affiliation-Region-Longitude-Lattitude,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,SQLiteFile,FilePath,AHPubMedDbs/v002/author.sqlite,NCBI:PubMed:Text Mining:SQLite:v002
SQLite for PMC,Correspondence table of PMID-PMCID,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,SQLiteFile,FilePath,AHPubMedDbs/v002/pmc.sqlite,NCBI:PMC:Text Mining:SQLite:v002
SQLite for MeSH (Descriptor),Correspondence table of PMID-DescriptorID-DescriptorTerm,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,SQLiteFile,FilePath,AHPubMedDbs/v002/descriptor.sqlite,NCBI:MeSH:Descriptor:Text Mining:SQLite:v002
SQLite for MeSH (Qualifier),Correspondence table of PMID-QualifierID-QualifierTerm,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,SQLiteFile,FilePath,AHPubMedDbs/v002/qualifier.sqlite,NCBI:MeSH:Qualifier:Text Mining:SQLite:v002
SQLite for MeSH (SCR),Correspondence table of PMID-SCRID-SCRTerm,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,SQLiteFile,FilePath,AHPubMedDbs/v002/scr.sqlite,NCBI:MeSH:SCR:Supplementary Chemical Records:Text Mining:SQLite:v002
Tibble for PubMed ID,PMID,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v002/pubmed_tbl.RData,NCBI:PubMed:Text Mining:tibble:v002
Tibble for PubMed Abstract,Correspondence table of PMID-Journal-Year-Title-Abstract,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v002/abstract_tbl.RData,NCBI:PubMed:Text Mining:tibble:v002
Tibble for PubMed Author Information,Correspondence table of PMID-LastName-ForeName-Affiliation-Region-Longitude-Lattitude,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v002/author_tbl.RData,NCBI:PubMed:Text Mining:tibble:v002
Tibble for PMC,Correspondence table of PMID-PMCID,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v002/pmc_tbl.RData,NCBI:PMC:Text Mining:tibble:v002
Tibble for MeSH (Descriptor),Correspondence table of PMID-DescriptorID-DescriptorTerm,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v002/descriptor_tbl.RData,NCBI:MeSH:Descriptor:Text Mining:tibble:v002
Tibble for MeSH (Qualifier),Correspondence table of PMID-QualifierID-QualifierTerm,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v002/qualifier_tbl.RData,NCBI:MeSH:Qualifier:Text Mining:tibble:v002
Tibble for MeSH (SCR),Correspondence table of PMID-SCRID-SCRTerm,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v002/scr_tbl.RData,NCBI:MeSH:SCR:Supplementary Chemical Records:Text Mining:tibble:v002
Data.table for PubMed ID,PMID,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,data.table,Rda,AHPubMedDbs/v002/pubmed_dt.RData,NCBI:PubMed:Text Mining:data.table:v002
Data.table for PubMed Abstract,Correspondence table of PMID-Journal-Year-Title-Abstract,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,data.table,Rda,AHPubMedDbs/v002/abstract_dt.RData,NCBI:PubMed:Text Mining:data.table:v002
Data.table for PubMed Author Information,Correspondence table of PMID-LastName-ForeName-Affiliation-Region-Longitude-Lattitude,3.14,NA,XML,https://github.com/rikenbit/pubmed-workflow,16-Jul-2021,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,data.table,Rda,AHPubMedDbs/v002/author_dt.RData,NCBI:PubMed:Text Mining:data.table:v002
