Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,RDataPath,Tags
SQLite for PubMed ID,PMID,3.20,NA,XML,https://github.com/rikenbit/pubmed-workflow,19-Sep-2024,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,SQLiteFile,FilePath,AHPubMedDbs/v008/pubmed.sqlite,NCBI:PubMed:Text Mining:SQLite:v008
SQLite for PubMed Abstract,Correspondence table of PMID-Journal-Year-Title-Abstract,3.20,NA,XML,https://github.com/rikenbit/pubmed-workflow,19-Sep-2024,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,SQLiteFile,FilePath,AHPubMedDbs/v008/abstract.sqlite,NCBI:PubMed:Text Mining:SQLite:v008
SQLite for PubMed Author Information,Correspondence table of PMID-LastName-ForeName-Affiliation-Region-Longitude-Lattitude,3.20,NA,XML,https://github.com/rikenbit/pubmed-workflow,19-Sep-2024,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,SQLiteFile,FilePath,AHPubMedDbs/v008/author.sqlite,NCBI:PubMed:Text Mining:SQLite:v008
SQLite for PMC,Correspondence table of PMID-PMCID,3.20,NA,XML,https://github.com/rikenbit/pubmed-workflow,19-Sep-2024,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,SQLiteFile,FilePath,AHPubMedDbs/v008/pmc.sqlite,NCBI:PMC:Text Mining:SQLite:v008
SQLite for MeSH (Descriptor),Correspondence table of PMID-DescriptorID-DescriptorTerm,3.20,NA,XML,https://github.com/rikenbit/pubmed-workflow,19-Sep-2024,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,SQLiteFile,FilePath,AHPubMedDbs/v008/descriptor.sqlite,NCBI:MeSH:Descriptor:Text Mining:SQLite:v008
SQLite for MeSH (Qualifier),Correspondence table of PMID-QualifierID-QualifierTerm,3.20,NA,XML,https://github.com/rikenbit/pubmed-workflow,19-Sep-2024,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,SQLiteFile,FilePath,AHPubMedDbs/v008/qualifier.sqlite,NCBI:MeSH:Qualifier:Text Mining:SQLite:v008
SQLite for MeSH (SCR),Correspondence table of PMID-SCRID-SCRTerm,3.20,NA,XML,https://github.com/rikenbit/pubmed-workflow,19-Sep-2024,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,SQLiteFile,FilePath,AHPubMedDbs/v008/scr.sqlite,NCBI:MeSH:SCR:Supplementary Chemical Records:Text Mining:SQLite:v008
Tibble for PubMed ID,PMID,3.20,NA,XML,https://github.com/rikenbit/pubmed-workflow,19-Sep-2024,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v008/pubmed_tbl.RData,NCBI:PubMed:Text Mining:tibble:v008
Tibble for PubMed Abstract,Correspondence table of PMID-Journal-Year-Title-Abstract,3.20,NA,XML,https://github.com/rikenbit/pubmed-workflow,19-Sep-2024,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v008/abstract_tbl.RData,NCBI:PubMed:Text Mining:tibble:v008
Tibble for PubMed Author Information,Correspondence table of PMID-LastName-ForeName-Affiliation-Region-Longitude-Lattitude,3.20,NA,XML,https://github.com/rikenbit/pubmed-workflow,19-Sep-2024,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v008/author_tbl.RData,NCBI:PubMed:Text Mining:tibble:v008
Tibble for PMC,Correspondence table of PMID-PMCID,3.20,NA,XML,https://github.com/rikenbit/pubmed-workflow,19-Sep-2024,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v008/pmc_tbl.RData,NCBI:PMC:Text Mining:tibble:v008
Tibble for MeSH (Descriptor),Correspondence table of PMID-DescriptorID-DescriptorTerm,3.20,NA,XML,https://github.com/rikenbit/pubmed-workflow,19-Sep-2024,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v008/descriptor_tbl.RData,NCBI:MeSH:Descriptor:Text Mining:tibble:v008
Tibble for MeSH (Qualifier),Correspondence table of PMID-QualifierID-QualifierTerm,3.20,NA,XML,https://github.com/rikenbit/pubmed-workflow,19-Sep-2024,NA,NA,NA,NCBI,Koki Tsuyuzaki <k.t.the-answer@hotmail.co.jp>,Tibble,Rda,AHPubMedDbs/v008/qualifier_tbl.RData,NCBI:MeSH:Qualifier:Text Mining:tibble:v008
